Jesus Maria	PERSON
Prison Communications	ORG
Jack Baker	PERSON
Alex Corvis's	PERSON
the God Squad	ORG
Bermuda	ORG
Vien	PERSON
Sam Vollotti	PERSON
ten or twelve	CARDINAL
"""Doctor Acula"""	WORK_OF_ART
Homesearchers	PRODUCT
Hey Rhonda	PERSON
600 million	CARDINAL
Okra	PERSON
8 am	TIME
a few moments	TIME
Yetveshenko	PERSON
the Fenelon-Barnes Slave Knot	EVENT
Gonorrhea	PERSON
past April	DATE
Granma	ORG
Mike Junior Vaughn Brookie	PERSON
655321	DATE
Jeremiah	PERSON
Ransohoff	PERSON
D. B	PERSON
Del.	GPE
The next half	DATE
Louisa Vail	PERSON
I thought you had Play Practice	WORK_OF_ART
Countess	PERSON
only about one	CARDINAL
Donald	PERSON
the next century	DATE
Detective Jetson	PERSON
I. I	PERSON
Luddite	NORP
Listen Matt	PERSON
the Crime Commission	ORG
Oklahoma	GPE
Dorothy Fowler	PERSON
Hatchet Harry	PERSON
Euro	MONEY
Batboy	NORP
I.	PERSON
"""What can I tell you?"	WORK_OF_ART
over two hundred	CARDINAL
Timbuktu	PERSON
JACK SR	ORG
Heddo Jeth-ica	PERSON
Krakow	GPE
"""Brill's dead."	WORK_OF_ART
Doug Stallworth	PERSON
Merritt Forensics	ORG
Turk Baker	PERSON
500 feet	QUANTITY
Bye Mom	PERSON
next weekend	DATE
ninety percent	PERCENT
Matt	PERSON
Neck McCoy	PERSON
Hare	PERSON
Kent State	PERSON
Beee</u>tel <	ORG
Chinn	PERSON
Julia Wolf	PERSON
Biker	PERSON
John & Alexandria	ORG
Felt	PERSON
Suffering	PERSON
Mutual Life Insurance	ORG
Selina	PERSON
Yah Shep Proudfoot	PERSON
Marshall McLuhan's	PERSON
Mannion's	ORG
Sword	PRODUCT
Tillman Nicolet	PERSON
""" Oh Mommy you're embarrassing me."	WORK_OF_ART
Lee	PERSON
the seventy-one percent	GPE
Goober	PERSON
Badalato	GPE
half in half	CARDINAL
Powermad	PERSON
Keyser Soze -	PERSON
Thirty-sixÄÂĂÂ sevÄÂĂÂ	PERSON
16th	ORDINAL
like a month	DATE
Kull	PERSON
First Cavalry	ORG
Honey	NORP
More than three	CARDINAL
EVIL	ORG
forty	DATE
'sixties	DATE
James Penfield	PERSON
CHET	ORG
Catania	GPE
"""Pony?"	WORK_OF_ART
Goddamnit Valentine	PERSON
Emma	PERSON
Kool-Aid	ORG
Dimitri Miediev	PERSON
Hmph	PERSON
Sports Phone like every hour on	WORK_OF_ART
'Hey Soul Classics'	WORK_OF_ART
Hot Lips	PERSON
Twenty-six	QUANTITY
Samson	PERSON
Governer	PERSON
anti-Semitism	NORP
Berry	PERSON
Kevin McCall	PERSON
a hundred thirty-fifth	CARDINAL
Li	PERSON
fourteen minutes thirty seconds	TIME
Buford	ORG
Bu-ud	PERSON
Florence	PERSON
under forty	DATE
Penelope Ryan	PERSON
Dodge City	GPE
A minute	TIME
Rache	PERSON
South American	NORP
Cashiers'll	ORG
W'sup Max	PERSON
y'could	PERSON
the Peace Prize	WORK_OF_ART
the Chattanooga River	LOC
Sheriff of Taos County	ORG
Food Farley	PERSON
Sheldrake	PERSON
Claude	PERSON
A couple of moments	TIME
United States of America	GPE
Counselor	ORG
about two hundred and fifty to	CARDINAL
Olivia Newton-John	PERSON
Sophie's Choice	WORK_OF_ART
Elle	PERSON
forty pounds	QUANTITY
Ireland	GPE
Dear Boys	WORK_OF_ART
Only thirteen	CARDINAL
Sheriff Hartman's Bombing Squad	ORG
Table	NORP
Regula	PERSON
the Forty Thieves	ORG
Jennifer Wilson	PERSON
four thousand yards	QUANTITY
Johnny-O.	PERSON
my freshman year	DATE
""" Hmmmm."	WORK_OF_ART
Blizzard	FAC
C.O.	GPE
the Dons the Commission's	ORG
213-467-0972	CARDINAL
Bernie LaPlante	PERSON
FDA	ORG
damYankees	PRODUCT
""" Bet he is Mom."	WORK_OF_ART
Marie Antoinette	PERSON
the Rue Morgue	LOC
FIRES	PERSON
the Copper Ridge	FAC
Adonis	ORG
Allright	PERSON
the Master of Disaster	WORK_OF_ART
Yoga	PERSON
Harry Renquist	PERSON
Diane Sawyer	PERSON
Alan-One	PERSON
three-eighty-five	CARDINAL
I. Get	PERSON
Jorge	PERSON
Colet</u	PRODUCT
five hundred feet	QUANTITY
Title Plus	ORG
Sierras	LOC
Dexter Grayson	PERSON
' more'n ten feet	QUANTITY
Cicci	PERSON
Has Ray	PERSON
Remember Mary	WORK_OF_ART
12 midnight	TIME
""" That's not what they're tellin' me."	WORK_OF_ART
Alvin Kurtzweil	PERSON
Thespian	NORP
Chips	NORP
March first	DATE
Ah Fred	PERSON
V'ger	ORG
Look Buffy	PERSON
sixty meters	QUANTITY
Tony Clifton	PERSON
Borscht	PERSON
Beauty ai	PERSON
Dresden	PERSON
Glenville	GPE
Listen to the Di Franco	WORK_OF_ART
hundreds of thousands of dollars	MONEY
Ehrlichman	NORP
Luca	GPE
Black Magic	ORG
Shango	PERSON
a few weeks	DATE
the Community Hospital	ORG
J.D Aw God	PERSON
a good day's	DATE
West 45th Street	LOC
Shaquille 0	WORK_OF_ART
one hour	TIME
Stage Two	LAW
Moon Beam	ORG
Yea James	PERSON
ring--	CARDINAL
Caddy	FAC
Keitel Blacksmith	PERSON
gettin	PERSON
several years ago	DATE
Early'd	PRODUCT
Whoa Ike	PERSON
Brazzaville	GPE
Chitarus	GPE
Mayflower	PERSON
Prescott	PERSON
three light years	DATE
25 cents	MONEY
Genesis	PERSON
the far east	LOC
Bienstock	PERSON
Bits	PERSON
"""Old Macdonald... had --"""	WORK_OF_ART
Wydell	PERSON
Two weeks ago	DATE
Jaso	PERSON
the Pet Sematary	DATE
Meredith Logue	ORG
Listen Karl	PERSON
3:07	TIME
Tracy	PERSON
"""Taxi Driver"	WORK_OF_ART
Tony Mr Crane	PERSON
Marty Thomas	PERSON
The Betty Ford Center	ORG
Rat	PERSON
the Poliakoff Agency	ORG
Boccia	PERSON
180 degrees	QUANTITY
the next couple hours	TIME
Belle --	PERSON
Jaguar	NORP
5'7	WORK_OF_ART
20 years	DATE
Roger Roger	PERSON
Violet Bick	PERSON
About ten years ago	DATE
Italy Tom	PERSON
Bruce Springsteen's	PERSON
28th Street	FAC
Orso's	ORG
D2-d4	PERSON
Mr Crane	ORG
a minute wait a minute	TIME
Melicertes	PERSON
Grosse Pointe	PERSON
Sarah Darling	PERSON
Mumford	ORG
eighty-two pounds	QUANTITY
WE DON'T	PERSON
everyday	DATE
William	PERSON
lifetime	DATE
like two seconds	TIME
Pablo	ORG
3000W	CARDINAL
Principal	PERSON
just a year	DATE
I. Either	PERSON
just this morning	TIME
Cheyenne	PERSON
Philip Boutillier	PERSON
Yo Rock	PERSON
Soil	PERSON
Carlton Fraser	PERSON
the next fifteen	DATE
seven hundred feet	QUANTITY
Mademoiselle Beaufort	ORG
Goodnight Benjamin	PERSON
Deep	PERSON
Brenda Frazier	PERSON
El Dorado	PERSON
Adrenaline	PERSON
Boy's Nation	ORG
"""Page 87. """	WORK_OF_ART
Alfie	PERSON
seven and half miles	QUANTITY
Dubuque	NORP
Kalen	PERSON
Sitting Bull	WORK_OF_ART
Patsy	PERSON
the Red Sox	ORG
Adam Canfield	PERSON
New Year	EVENT
Znhcneelsky	PERSON
Bracken	PERSON
'90	DATE
the wee-wee hours	TIME
sportin	PERSON
Bob Ray	PERSON
Skynet	ORG
Zook	PERSON
Golly bob howdy	PERSON
Wilmont	PERSON
Granville	GPE
Tommy Tammisimo	PERSON
Bigtime	PERSON
The fifth week's	DATE
Yessiree Bob	PERSON
Ellen Parker	PERSON
Sven	ORG
Mussburger	PERSON
Ernie Roman's	PERSON
War &amp	ORG
the fourth month	DATE
Hey Martini	PERSON
Pee Dee	PERSON
Chakobsa	FAC
Nehru	PERSON
Kurten	PERSON
Henry James	PERSON
400000	CARDINAL
Delay Mr Greenwell	PERSON
Alex	PERSON
the Catholic Church	ORG
Gianelli's	ORG
STICK WITH	WORK_OF_ART
VICAP	ORG
Diphenyl	PERSON
Crash I get wet just thinking about you	WORK_OF_ART
"""Big Guy"""	WORK_OF_ART
Codeine	PERSON
Evening	TIME
baseballÄÂĂÂif	ORG
Edouard Grandpierre	PERSON
Marx	PERSON
Starliner	ORG
Begbie	PERSON
Jacksons	ORG
weÄÂĂÂve	PERSON
Sono	PERSON
Richmond	GPE
I. Gabby	PERSON
Children's Hospital	ORG
the Argosy Book Shop	ORG
De Vries	ORG
forty-three thousand dollars	MONEY
Humpbacks	PERSON
Wizard of Oz	ORG
the Man-Eater	PERSON
myÄÂĂÂuhÄÂĂÂwifeÄÂĂÂif	LOC
Skank	ORG
NLR	PERSON
40th	ORDINAL
Nhave	ORG
Callin	PERSON
Burnett	PERSON
fifty cents	MONEY
Serviceman	NORP
twenty-five to thirty thousand a year	DATE
Radio Raheem	PERSON
the Czech Republic	GPE
Fifteen years	DATE
Olsen	PERSON
Danang	GPE
Christoph	PERSON
Jordan Kalfus	PERSON
Airport Ho-Jo	PERSON
Sundays	PERSON
Six weeks ago	DATE
Just the dozen	CARDINAL
Nash	PERSON
Night Roy	PERSON
CTU	ORG
Four hours and fifteen minutes	TIME
Vivian I've thought	WORK_OF_ART
Salina Kansas	PERSON
Tripoli	GPE
Stipe	PERSON
Tomb	PERSON
The Project for the Children	ORG
one hour ago	TIME
Miles Massey	PERSON
thirteen days	DATE
Nay	PERSON
St. Nick's	FAC
Jesus my-my	PERSON
Old Madrid	ORG
Monsieur FĂÂÄšÂ	LOC
two-hour	TIME
about nine months	DATE
SHEPHERD CBS	ORG
Elaine Thompson	PERSON
Lieutenant	FAC
sĂĹĄĂÂ	PERSON
Fordham Road	FAC
this winter	DATE
Hindus	NORP
thirty... twenty-five	DATE
the next twelve hours years	TIME
Tet	PERSON
around a couple of minutes	TIME
Glenview Road	FAC
the Amigo Tower	FAC
"""How are you really doing Panes?"	WORK_OF_ART
Marylin	PRODUCT
so?-- Ask	PERSON
Tipico	PERSON
""" You Numa?"	WORK_OF_ART
these twenty years	DATE
""" You do!"	WORK_OF_ART
the black ocean	LOC
YEA ART THOU THERE	WORK_OF_ART
St. Louis	GPE
Two hundred and fifty dollars	CARDINAL
thirty five dollars	MONEY
Some day	DATE
"""Leonardo's Greatest Hits"""	WORK_OF_ART
Rebecca	PERSON
Today of all days	DATE
Rachel Jamie	PERSON
beldam	PERSON
McGovern	PERSON
The Criminal Courts Building	FAC
About 250 million	CARDINAL
Marty Marty	PERSON
Fasanella	ORG
Seems Lionel Dolby	PERSON
Keyser Soze	PERSON
Marm	PERSON
Laurie Kennedy	PERSON
Peter Redmond	PERSON
Elias	WORK_OF_ART
Chile	GPE
The Jolly Nigger Bank	ORG
Jesus Caesar	PERSON
"""Bride of"""	WORK_OF_ART
U Vayvudoo	ORG
Amy Cain Press	ORG
Silvera	PERSON
Almost three	CARDINAL
Rick Laszlo	PERSON
Sutphin	PERSON
Owwww	GPE
Philosophers	NORP
Starling	ORG
a hundred and thirty	CARDINAL
Nikon	ORG
three dollar	MONEY
Steve Christy	PERSON
"""All Blues"	WORK_OF_ART
A.T.F.	ORG
Texarkana	GPE
Sheila	PERSON
je vais	PERSON
Doc Holliday	PERSON
Rice Krispies	WORK_OF_ART
Eddie	ORG
United States Government	ORG
Haven	PERSON
Dorothy Parker	PERSON
FPC	ORG
Oh Thelma	PERSON
Mister Gi	PERSON
Northerner	PERSON
May Day	DATE
Teddy Wu	PERSON
Superfund	FAC
Linda King's	PERSON
the next morning	TIME
S & M	ORG
Six months'	DATE
Evan	PERSON
West Side	LOC
Carlton	PERSON
five forty-three	TIME
Percheron	ORG
Alex Hawk's	PERSON
at least few years	DATE
Condawn	PERSON
ne sait jamais	ORG
seven	CARDINAL
the only night of the week	TIME
Almost a year	DATE
The Day Walker	PERSON
five day	DATE
300 dollars	MONEY
between two	CARDINAL
Siwash	ORG
Fifteen percent	PERCENT
"""Look at this one """	WORK_OF_ART
rightÄÂĂÂ Packs	PERSON
Maria Ouspenskaya	PERSON
Denning	ORG
Jake McKenna's	PERSON
N.C.I.C.	GPE
Sorry King	PERSON
P.O.	GPE
that eleven minutes	TIME
One thousand francs	MONEY
one month earlier	DATE
Shiva	PERSON
Small Group of Dissidents	ORG
Cowardly Lion	PERSON
Maysles	PERSON
Marge	ORG
Minh	PERSON
Undermine	WORK_OF_ART
the Brentford Assembly	ORG
306	CARDINAL
Dallas	GPE
QuÄÂĂÂest-ce que tu veux	PERSON
Flaming Hooker	ORG
Wickham	PERSON
the last couple of hours	DATE
Zululand	GPE
Jezebel	PERSON
three percent	PERCENT
Des Plaines	GPE
Lloyd's of London	ORG
Brodsky	PERSON
Scalia	PERSON
Popular	PERSON
the Los Angeles International Airport	ORG
fifty-six	QUANTITY
ONA	ORG
the six o'clock	TIME
Operation Brute Force	WORK_OF_ART
The Good Witch	WORK_OF_ART
Harvard	PERSON
Kham Holiness	PERSON
screeningÄÂĂÂ 	PERSON
The Eye	ORG
the Sixties	DATE
seventy-five	CARDINAL
the Bhotani Jib	ORG
The Diplomatic Corps	ORG
DiMaggios	PERSON
Aladdin	ORG
Turner	ORG
dog</u	CARDINAL
Bimbo	PERSON
Han Solo Captain	PERSON
Hendricks	ORG
John Malkovich	PERSON
Vesci	PERSON
And NO IT'S NOT DANGEROUS TO DO THAT	WORK_OF_ART
Ray	WORK_OF_ART
Fat Lou	PERSON
Sailor	WORK_OF_ART
Mimms	PERSON
the 21st	DATE
1985	DATE
the Arkansas Bears	WORK_OF_ART
I'm gonna stick this right in your eye.	WORK_OF_ART
56 carats	QUANTITY
some 200 billion	MONEY
Houmfort	PERSON
Erlichman	PERSON
daytime	TIME
David Ferrie	PERSON
the Tallow Works	FAC
a thousand feet	QUANTITY
Malibu	GPE
thirty-eight	CARDINAL
Betty	ORG
Johnny	ORG
Stan Grossman	PERSON
Hermann	PERSON
Two months shy of four years	DATE
Roman Legions	ORG
over six hundred dollars	MONEY
White trash Betty	WORK_OF_ART
5	CARDINAL
Dooley	PERSON
W-w-whatta	PERSON
Bail	ORG
Ambrose	GPE
eighty-seven	CARDINAL
Main Street's	FAC
Galiano	PERSON
Scungilli	PERSON
the Nevsky Prospect	ORG
Katie Graham	PERSON
South of the Border	WORK_OF_ART
Those Star Destroyers	ORG
a bad week	DATE
Realtor	PERSON
BRANDON	ORG
"""Number Four With A Smile"	WORK_OF_ART
Elizabeth Bennett	PERSON
Cimon	PERSON
FRANCES	ORG
the next two years	DATE
Laird	PERSON
Twenty-four years ago	DATE
Huh?	WORK_OF_ART
Space Paranoids	ORG
Battery	PERSON
Isolde	PERSON
Lucy Angstrom Hirschfeld	PERSON
Sulaco	PRODUCT
Fuck you Jack	WORK_OF_ART
chapter 12	LAW
my wedding night	TIME
Da Vinci	PRODUCT
Riddler	PERSON
Three hundred bucks	MONEY
weapon--	CARDINAL
Wham-bam-	WORK_OF_ART
Mr--	GPE
512	CARDINAL
Smear	PERSON
all dollars and cents	MONEY
Chance	PERSON
Kris Kristofferson	PERSON
great Grunick	ORG
the Chez for a	ORG
this Saturday	DATE
Lemondrop	PRODUCT
3.1 million	CARDINAL
Symington	ORG
Rather	PERSON
Khan	PERSON
Rex Rexroth	PERSON
George Ball's	PERSON
Chongo	GPE
Lady 3Jane	PERSON
Excellent!	WORK_OF_ART
Uncle Elliot	PERSON
a busy day	DATE
O.K.	PERSON
College Bowl	PRODUCT
The Pleasantville Marathon	EVENT
3rd	ORDINAL
Atreides	PERSON
Pilar	ORG
Regina	PERSON
Garry	PERSON
three-ten	CARDINAL
Pl	PERSON
Mister Kent	PERSON
goofy Stew	PERSON
Viv	PERSON
Moishe Martinsburg Mr.	PERSON
Loretta	PERSON
french	NORP
Witch	NORP
Chess	ORG
Red Sox	ORG
eight five	TIME
""" No."	WORK_OF_ART
one quarter	DATE
Pan Am	ORG
Vance Parker	PERSON
Grovers Corners	WORK_OF_ART
One-hundred billion dollars	MONEY
Richard Grayson	PERSON
Abbe	ORG
Stella	PERSON
veddy prim	ORG
La Forge	PERSON
every night at ten o'clock	TIME
le va	FAC
20/20	CARDINAL
Ray's Boom-Boom Room	FAC
Dumber	PERSON
Team Mackey	ORG
I am the Princess of Wales	PERSON
Chuck Wagon	PERSON
Vitamin S. Green	PERSON
Pike	ORG
$20 fifteen minutes	MONEY
Eve	WORK_OF_ART
Cheers	ORG
Prefer	PERSON
West 67th Street	LOC
Russian	LANGUAGE
the second of June	DATE
Roberto R. Nunez	PERSON
six miles	QUANTITY
Tag 'em Willie	PERSON
Mav	PERSON
about 200 hours	TIME
'72	DATE
Lounge Ax	ORG
the German Army	ORG
Coronado	GPE
"""The Odd Couple?"	WORK_OF_ART
Huey	PERSON
fifty-four	CARDINAL
Mintz	PERSON
A million dollars	MONEY
half-a-cup	TIME
Salut Laurent	ORG
Spidey	ORG
fifty million bucks	MONEY
three hundred measly	QUANTITY
Quiffer	PERSON
Defense and State Department	ORG
three and a half miles	TIME
Harvey</u	NORP
Athens	GPE
Marty</u	GPE
the Central Intelligence Agency	ORG
Harris Street	FAC
Fifty million dollars	MONEY
Four hundred dollars	MONEY
Tracor	ORG
Cyberdyne Systems	PERSON
The minute	TIME
eight-pound	QUANTITY
Brown'll	PERSON
ten year old	DATE
200 pounds	QUANTITY
Brynner	PERSON
M-19	PRODUCT
Fleming	PERSON
less than a second	CARDINAL
Harmony	PERSON
Goodnight Annabelle	PERSON
Jimmy Wang Yu	PERSON
Jack Goodman	PERSON
Strip Croquet	LOC
Look Out For Our Own	WORK_OF_ART
Sunshine	PERSON
Federation	LAW
Sunset west	LOC
Screw George Washington	PERSON
all hundred and seventeen	CARDINAL
Holy Grail	PERSON
Merle	PERSON
carefree	PERSON
Laid Back Jim	PERSON
Fifteen miles	QUANTITY
Cliff Brumby	ORG
the Justice of the Peace	ORG
several days	DATE
Federal Court	ORG
two months ago	DATE
Meth	PERSON
Fezzik	DATE
Missy	PERSON
AH UGH	ORG
Scat	PERSON
Billings	GPE
less than one	CARDINAL
Mississippi Mike	GPE
Freb	WORK_OF_ART
Lancelot Trelawney	WORK_OF_ART
About thirty-five	CARDINAL
Elora	PERSON
"""The Whole Thing's Theatre..."	WORK_OF_ART
Hooks	ORG
Patrick Bateman's	PERSON
Sebastian	GPE
Grandpierre	PERSON
lÄÂĂÂachat trois ou quatre mille	ORG
KingÄÂĂÂKing Westley	PERSON
only a few weeks	DATE
Robertson	PERSON
Nitro	PERSON
Felicity	ORG
Terwilliger	PERSON
less than six seconds	TIME
Geminis	PERSON
the Center for Missing and Exploited Children	ORG
Prima non l'aveva	PERSON
Tomcats	NORP
the Middle Ages	DATE
Howdy Pouty	ORG
Five years from now	DATE
That Black Book	PERSON
'54	DATE
eight million dollar	MONEY
Marital	ORG
Bank of Gotham	ORG
Okaaaay	GPE
Smith	PERSON
Kazanski	PERSON
two thousand six hundred and thirty-one	DATE
Bahamas	GPE
Mike Ditka Sensitivity Seminar	ORG
the first of the month	DATE
Oppenheimer	PERSON
one hundred pounds	MONEY
Starfleet Command	ORG
Cobbie	GPE
444-Eyes	CARDINAL
Moonan	NORP
Knit	PERSON
a hundred years old	DATE
Hadden Industries	ORG
Africa Henry	PERSON
the Brotherhood of Aliens	ORG
Clay Bertrand Willie	PERSON
50%	PERCENT
Boxing	PERSON
St. Nick's Charley	FAC
the Gazette Parisienne	LOC
Tangerine	PERSON
Jay Leno	PERSON
Sshhh	PERSON
October 21 1975	DATE
thousands	CARDINAL
Randal Graves-scourge	PERSON
Cincinatti	GPE
Fountain Street Theatre	FAC
5000 rubles	MONEY
Air Command Headquarters	ORG
each week	DATE
Perfect Tommy's	PERSON
M.J Hello Ruben	PERSON
the Old Mill	GPE
Polk	PRODUCT
only two nights	TIME
sandwichÄÂĂÂand	GPE
No</u>	LOC
Jersey on X. Feelin'	GPE
you're</U	GPE
Amy	ORG
Chernobyls	ORG
Gin	GPE
Brooks	PERSON
hundreds of thousands	CARDINAL
188 pounds	QUANTITY
Burt Reynolds	PERSON
Hitler vas	PERSON
Kirk	PERSON
Right Tony	PERSON
Mph rmprmmh	PERSON
Malahide	ORG
Veronica Caitlin	PERSON
Burtless	FAC
Goodbye Bob	PERSON
Tequila	GPE
Angel Second Class	FAC
Check	PERSON
Listen Fritz	PERSON
R.K.	GPE
"""Seymour Butts"	WORK_OF_ART
84.75	MONEY
6 hours	TIME
Stonewall Jackson Jefferson Davis	PERSON
Needles	PERSON
R.L.	ORG
about two hours ago	TIME
A year and a half ago	DATE
COMMITMNT	ORG
Five years past	DATE
last July Fourth	DATE
You okay	WORK_OF_ART
ma	PERSON
Listen Colon	PERSON
Whaddaya	PERSON
Stinky	PERSON
to-- Never	PERSON
Uncle Marty	PERSON
Look Earl	PERSON
the Mayo Brothers -	ORG
Flamingo	GPE
Massey	GPE
Holliday	DATE
Federal Marshals	ORG
1856	DATE
Abrams	PRODUCT
Galileo	PRODUCT
ten hours	TIME
Moundsville	PERSON
tomorrow noon	TIME
Clear Moon	PERSON
Anouk	PERSON
Roeder	ORG
Fort McGruder	GPE
Buddy-boy	PERSON
8	DATE
Wessexes	PERSON
Sailor Ripley	PERSON
Commodus	NORP
Ziegler	PERSON
Sharon Tate	PERSON
Paula the Polack	PERSON
twenty-five twenty	CARDINAL
Wigand	GPE
this Jim Garrison's	PERSON
Five-zero	CARDINAL
Honza	PERSON
Corsica	PRODUCT
panty hose	GPE
Powers	PERSON
Hardenbrook	PERSON
El Paso	GPE
Beetle Juice	ORG
Philly	PERSON
Nano-Tech	PERSON
Oldman	PERSON
257 days	DATE
"""Money is a sort of sixth sense that gives meaning to all the others."	WORK_OF_ART
O	ORG
Hello Kris	PERSON
Ah Nickie	PERSON
Charlene	PERSON
Frankie Jenkins	PERSON
Frick	GPE
Grover's Mills New Jersey	FAC
FBI Interpol	ORG
a Pierce Patchett	PERSON
Seven thirty-five	QUANTITY
Betty Jean	PERSON
We're from Channel Four	WORK_OF_ART
Down	PERSON
Suzie Toller	PERSON
Puppydog	PERSON
the Knights of the Round Table	ORG
sixty years	DATE
YOU KNOW WHY?	WORK_OF_ART
K-mart	ORG
the Computer Room	FAC
Lynne	PERSON
Savitzky	PERSON
Cougar	PERSON
the thirties	DATE
John the Baptist	PERSON
Judicials	NORP
JUNGLE	NORP
ItÄÂĂÂs	ORG
Raymond Dunbar	PERSON
La Cienega	FAC
One fifty	CARDINAL
Dana	PERSON
always night	TIME
Lex Luthor Enterprises	ORG
1960	DATE
Romulans	NORP
One Life to Live	WORK_OF_ART
John Steed	PERSON
Sissy Hankshaw	PERSON
Bangkok	GPE
Yeah, Jesus	WORK_OF_ART
91	CARDINAL
Idaho	GPE
Oxbridge	ORG
""" Nah."	WORK_OF_ART
Five hundred yards	QUANTITY
Hi Marty	PERSON
one in the morning	TIME
Yo ho ho	PERSON
Fifty-seven minutes twelve seconds	TIME
Rumor: Frank Sinatra and Rita Hayworth	WORK_OF_ART
Gladys Tom	PERSON
San Clemente Island	LOC
Veronica	PERSON
62700000	MONEY
Arbogast	PERSON
the George Washington Bridge	FAC
Fink	ORG
Autograph	ORG
9:15	TIME
My Fellow Americans	PERSON
Shelly Hamilton	PERSON
Barrenger	PERSON
O'Connell	ORG
303	CARDINAL
Another day	DATE
Stones	ORG
Annabelle Daniels	PERSON
Montezuma	PERSON
THE POWWOW SAFE	ORG
137 hours	TIME
Crusades	NORP
the Accounting Office at Mission Control	ORG
the first four hours of the season	TIME
Katka	PERSON
Grandpa Samuel Reaches	PERSON
Holenbeck	GPE
the East Coast	LOC
a hundred thousand lire	MONEY
Pokrifki	PERSON
Cecil Beaton	ORG
a few hundred	CARDINAL
No about a year ago	DATE
Officers	NORP
Ebby Calvin LaLoosh	PERSON
every fifteen minutes	TIME
Bromden	GPE
Gelati	PERSON
Holy Mother	PERSON
Christine	ORG
51-49	DATE
Guatemala Cuba	PERSON
Castle	LOC
a Science Teacher	WORK_OF_ART
"""An Institution?"	WORK_OF_ART
Mathesar	PERSON
Fuck off Barry	WORK_OF_ART
Special Forces	ORG
Martins	PERSON
GisÄÂĂÂle	PRODUCT
""" That's Paul's great weapon -- words."	WORK_OF_ART
six minute	TIME
Jeb Stuart	PERSON
the Senators present--	ORG
Mmmnnn	PERSON
Jesus Peggy	PERSON
Sheraton	ORG
Cathy Lee Crosby	PERSON
Club Med	ORG
Cappucino	PERSON
twelve next week	DATE
three bucks	MONEY
William Parrish	PERSON
about the other day	DATE
Vale	PERSON
Jankis	PERSON
Camila	PERSON
the late 1800's	DATE
the Space Cowboy	PERSON
Nike	ORG
Jane McKenna	PERSON
Around eight	TIME
Athol	PERSON
Jesus Christ Sid	PERSON
Salomon	ORG
Filius	ORG
Wiesbaden	GPE
Conlin	PERSON
the American Southeast	LOC
Royal Family	ORG
Wilsons	ORG
Mali	PERSON
Sebastian-Cabot- Buckingham-Palace-looking-	ORG
Noto	ORG
1998	DATE
Superfly	PERSON
"""Fix"	WORK_OF_ART
the Winter Castle	FAC
Skywalker	PERSON
itÄÂĂÂll	PERSON
Goodyear	PERSON
Arnie	WORK_OF_ART
Rose	PERSON
Helen Abbott	PERSON
Bergs	PERSON
Jesus Frances	PERSON
Bein	PERSON
Lestat	GPE
John Francis Sullivan	PERSON
Trust me	WORK_OF_ART
Jack youÄÂĂÂre	PERSON
Universe	ORG
1320	DATE
four years April	DATE
Gray -- Gray	PERSON
H.Q. Weather's	PERSON
Ian Malcolm	PERSON
Aunt Joan	PERSON
Packard	PERSON
Muskie	GPE
Tell'em	PERSON
Tame	PERSON
Nick Tatopoulos	PERSON
Yoyodyne	PERSON
Kentucky Fried Chicken	ORG
Floki	PERSON
Death's	ORG
S.A.	GPE
the Department of the Interior	ORG
My Thomas	PERSON
Jangle Leg	WORK_OF_ART
"""The suggestion of the President regarding the possibility of a meeting in Moscow would be unacceptable to Her Majesty's Government at the present time."	WORK_OF_ART
Arnold	PERSON
Flanders	ORG
Listen Earl	PERSON
all day Monday	DATE
Guinevere Godiva	ORG
Carl Showalter	PERSON
John Doe Club	PERSON
Engineer	PERSON
Weather Channel	PERSON
Calvin Nuke LaLoosh	PERSON
the Little League	ORG
Alexei	PERSON
T.V. Cole	PERSON
Goodnight Bones	PERSON
Oliver	PERSON
tachlas von Dir	PERSON
Paden	GPE
328 degrees	QUANTITY
Cosmo	WORK_OF_ART
The Ad Agency's	ORG
Loan Department	ORG
Jonah	GPE
the last 33 years	DATE
Alexander de Large	PERSON
Stone	PERSON
8:30 Jam	TIME
Parrish Communications	ORG
two bucks	MONEY
Osborne	GPE
Nazca	GPE
M.P.	PERSON
SAID SING THE DEVIL	PERSON
the Henry Ford	PERSON
Coke	PERSON
Sixty	CARDINAL
Kill	PERSON
Austin Vanessa	PERSON
Iowa	GPE
Andrew Carnegie	PERSON
Albanian	NORP
Woodrue	PERSON
Wolverine	PERSON
"Write write--""""""""""""""""I"	WORK_OF_ART
Derrida	PERSON
Caulaincourt	PERSON
Sandra Van Ryan's	PERSON
Mary Janes	PERSON
Kamikaze	PERSON
Ding Dong Bell	PERSON
Croce	NORP
Force	ORG
Hurricane Hormone	PERSON
Pieter Thomas	WORK_OF_ART
Abraham Whistler	PERSON
2:18 a.m.	TIME
Hiromix	PERSON
Anastasia	GPE
'81	DATE
Simple--	PERSON
Lester	PERSON
Pay	PERSON
Sixty-first	QUANTITY
Bob Thomas	PERSON
Elizondo	GPE
a full minute	TIME
Harlin	ORG
MGM	ORG
Irena	GPE
Castle Dugan	ORG
seven hundred foot	QUANTITY
Charlie Manson	PERSON
Moncho	PERSON
Rorschach Wechsler House	ORG
""" Thanks for teaching me an important lesson."	WORK_OF_ART
Sap	ORG
Joseph Dolen	PERSON
Fry	PERSON
